,diff_read0,diff_read1,diff_read2,diff_read3,diff_read4,diff_read5,diff_read6,diff_read7,diff_read8,diff_read9,mean,start_timestamp,end_timestamp,diff_timestemp,inference
28,-0.020000000000000018,0.05999999999999994,0.039999999999999925,-0.050000000000000044,-0.050000000000000044,-0.040000000000000036,-0.06999999999999995,-0.10999999999999999,-0.08999999999999997,0.020000000000000018,-0.031000000000000017,1665657104,1665657116,12,1
29,-0.34,-0.36000000000000004,-0.35,-0.69,-0.53,-0.21999999999999997,-0.9199999999999999,-0.73,-0.5700000000000001,-0.9199999999999999,-0.5630000000000001,1665657532,1665657544,12,0
30,-0.61,-0.8200000000000001,-0.88,-0.86,-0.15000000000000002,-0.5,-0.51,-0.49000000000000005,-0.47000000000000003,-0.49000000000000005,-0.5780000000000001,1665657546,1665657558,12,0
31,-0.5599999999999999,-0.51,-0.54,-0.57,-0.58,-0.51,-0.27999999999999997,-1.14,-0.96,-1.02,-0.667,1665657559,1665657571,12,1
32,-0.67,-0.65,-0.66,-1.4,-0.13,-0.25,0.2,-0.03,-0.59,-0.48,-0.466,1665657407,1665657419,12,1
33,-0.43,-0.1,-0.98,-0.13999999999999996,-1.21,-0.30000000000000004,-0.5800000000000001,-0.42,-0.45,-0.42,-0.503,1665657421,1665657433,12,1
34,-0.25,-0.36,-0.47000000000000003,-0.79,-0.67,-0.19,-1.02,-0.59,-0.38999999999999996,-0.93,-0.566,1665657434,1665657446,12,0
35,-0.35,-0.21000000000000002,-0.36,-0.48,-0.37999999999999995,-0.51,-0.13,-0.56,-0.51,-0.43,-0.392,1665657366,1665657378,12,0
36,-0.21000000000000002,-0.030000000000000027,-0.47,-0.48,-0.48,-0.49,-0.53,-0.51,-0.19,-0.61,-0.4,1665657379,1665657392,13,0
37,-0.36000000000000004,-0.76,-0.65,-1.05,-0.54,-0.64,-0.57,-0.5,-0.56,-0.89,-0.652,1665657393,1665657405,12,1
38,-0.47,-0.39,-0.48000000000000004,-0.43000000000000005,-0.37,-0.42999999999999994,-0.56,-0.55,-0.5,-0.28,-0.44600000000000006,1665657490,1665657503,13,1
39,-0.41,-0.49000000000000005,-0.41000000000000003,-0.49000000000000005,-0.56,-0.54,-0.39,-0.5,-0.33,-0.6,-0.472,1665657505,1665657517,12,1
40,-0.52,-0.21,-0.25,-0.36000000000000004,-0.41,-0.33999999999999997,-0.21999999999999997,-0.14,-0.19,-0.3,-0.29399999999999993,1665657518,1665657531,13,0
41,0.16,-0.45999999999999996,-0.93,-0.49,-0.6200000000000001,-0.8300000000000001,-0.15000000000000002,-0.13999999999999999,-0.01999999999999999,-0.71,-0.41899999999999993,1665657282,1665657295,13,1
42,-0.39,-0.72,-0.49,-0.48,-0.51,-0.47,-0.44999999999999996,-0.44000000000000006,-0.49,-0.019999999999999962,-0.4459999999999999,1665657296,1665657309,13,1
43,-0.47000000000000003,-0.36,-0.34,-0.29,-0.29,-0.29,-0.29,-0.49,-0.21999999999999997,-0.51,-0.355,1665657310,1665657322,12,1
44,-0.35000000000000003,-0.4,-0.42000000000000004,-0.38,-0.37,-0.38,-0.52,-0.54,-0.22999999999999998,-0.56,-0.41500000000000004,1665657324,1665657336,12,0
45,-0.15000000000000002,-0.37,-0.38,-0.33999999999999997,-0.51,-0.54,-0.51,-0.45,-0.6900000000000001,-0.35,-0.429,1665657338,1665657350,12,0
46,-0.39999999999999997,-0.34,0.19999999999999998,-0.72,-0.51,-0.29000000000000004,-0.1,-0.26,-1.01,-0.09999999999999998,-0.353,1665657351,1665657364,13,1
47,-0.6799999999999999,-0.36,-1.0,-0.38,-0.54,-0.4,-1.07,-0.8099999999999999,-0.62,-0.4,-0.626,1665657573,1665657585,12,1
48,-0.47000000000000003,-0.7999999999999999,-0.63,-0.9,-0.53,-0.81,-0.89,-0.54,-1.09,-0.7000000000000001,-0.736,1665657587,1665657599,12,1
49,-0.6499999999999999,-0.5,-0.79,-0.75,-0.8,-0.76,-0.65,-0.4700000000000001,-0.4700000000000001,-0.66,-0.65,1665657600,1665657613,13,1
50,-0.09,-1.26,-0.6000000000000001,0.21000000000000002,-0.73,-0.27,-0.01999999999999999,-0.12,-0.64,-0.93,-0.445,1665657200,1665657212,12,1
51,-0.32999999999999996,-1.02,-0.98,-0.5,0.32999999999999996,-0.62,-0.4,-0.51,-0.32000000000000006,-0.2700000000000001,-0.4620000000000001,1665657214,1665657226,12,1
52,-0.26000000000000006,-0.19999999999999996,-0.46,-0.37,-0.28,-0.28,-0.29000000000000004,-0.33,-0.49,-0.45000000000000007,-0.341,1665657227,1665657239,12,1
53,0.96,0.94,0.9500000000000001,0.9400000000000001,0.96,0.96,1.0,0.9400000000000001,0.9500000000000001,0.9500000000000001,0.9549999999999998,1666261847,1666261860,13,1
54,0.9400000000000001,0.9400000000000001,0.96,0.96,0.94,0.93,0.93,0.9500000000000001,0.9400000000000001,0.9500000000000001,0.944,1666261861,1666261874,13,1
55,0.9400000000000001,0.93,0.92,0.9400000000000001,0.93,0.9400000000000001,0.9500000000000001,0.9400000000000001,0.9600000000000001,0.91,0.9360000000000002,1666261875,1666261888,13,0
56,0.15000000000000013,1.3399999999999999,-0.29000000000000004,-0.27,-0.18999999999999995,0.73,1.1400000000000001,1.27,0.1100000000000001,-0.5599999999999999,0.343,1666261507,1666261520,13,1
57,-0.45999999999999985,1.97,0.66,1.6099999999999999,-0.31000000000000005,-0.77,1.22,-0.25,-0.43000000000000005,1.26,0.45,1666261522,1666261535,13,1
58,1.71,1.56,0.25,1.67,1.0,1.26,0.88,0.69,2.2199999999999998,1.94,1.3179999999999998,1666261536,1666261549,13,1
59,0.97,0.98,0.96,0.96,1.01,0.96,0.96,0.97,0.99,0.94,0.97,1666261805,1666261818,13,0
60,0.9299999999999999,0.96,0.97,0.97,0.97,0.98,0.97,0.96,0.95,0.97,0.9629999999999999,1666261819,1666261831,12,0
61,0.97,0.96,0.97,0.96,0.96,0.96,0.98,0.95,0.98,0.96,0.9649999999999999,1666261833,1666261845,12,1
62,-0.4900000000000001,-0.5000000000000001,-0.43000000000000005,-0.43000000000000005,-0.4700000000000001,-0.4700000000000001,-0.4700000000000001,-0.4700000000000001,-0.5000000000000001,-0.4600000000000001,-0.46900000000000014,1666261762,1666261774,12,0
63,-0.44000000000000006,-0.4800000000000001,-0.4700000000000001,-0.4900000000000001,-0.5100000000000001,-0.5200000000000001,-0.5300000000000001,-0.5300000000000001,-0.5300000000000001,0.2799999999999999,-0.42200000000000004,1666261776,1666261788,12,1
64,0.18999999999999995,1.1099999999999999,1.05,0.99,0.96,0.98,0.99,1.0,0.98,0.99,0.924,1666261790,1666261804,14,1
65,-0.59,-0.3900000000000001,0.5599999999999999,1.19,1.44,1.13,1.22,-0.3400000000000001,0.88,1.25,0.635,1666261450,1666261463,13,1
66,0.32999999999999996,-0.65,0.42000000000000004,0.76,1.25,1.3399999999999999,1.4,1.31,1.35,1.65,0.916,1666261550,1666261563,13,1
67,0.1200000000000001,0.040000000000000036,-0.14,-0.64,1.7999999999999998,0.38,-0.25,-0.21999999999999997,1.44,0.85,0.338,1666261564,1666261577,13,1
68,1.69,1.8,0.82,0.31000000000000005,0.52,0.5700000000000001,0.27999999999999997,-1.29,-1.09,-1.11,0.2500000000000001,1666261578,1666261591,13,1
69,1.25,1.11,1.09,1.5999999999999999,-1.01,0.0,0.74,0.0,-0.53,1.6400000000000001,0.5890000000000001,1666261635,1666261648,13,1
70,1.87,1.05,0.7100000000000001,0.7599999999999999,0.7,1.67,1.0899999999999999,1.0699999999999998,1.07,1.07,1.106,1666261649,1666261662,13,1
71,0.8600000000000001,1.28,1.62,1.87,1.83,0.83,-0.3799999999999999,-0.5,-0.4600000000000001,-1.0,0.5950000000000001,1666261663,1666261675,12,1
72,0.85,0.86,-0.08000000000000007,-0.08000000000000007,-0.31999999999999995,-0.43,-0.97,-0.97,-0.96,-0.36,-0.24599999999999994,1666261464,1666261476,12,1
73,2.11,0.17999999999999994,1.6600000000000001,2.0300000000000002,2.1,1.9300000000000002,1.29,1.8299999999999998,0.8999999999999999,0.54,1.457,1666261478,1666261491,13,1
74,0.010000000000000009,-0.039999999999999925,0.41,1.61,1.76,0.62,1.56,0.5700000000000001,0.25,0.2899999999999999,0.704,1666261493,1666261506,13,1
75,-0.96,-0.13,-0.79,-0.27,1.24,0.9700000000000001,1.54,1.94,1.7200000000000002,1.4,0.666,1666261677,1666261689,12,1
76,1.54,1.17,-0.09000000000000008,-0.78,-0.6799999999999999,-0.6599999999999999,-0.6499999999999999,-0.6599999999999999,-0.6599999999999999,-0.69,-0.21599999999999991,1666261691,1666261703,12,1
77,-0.73,-0.75,-0.74,-0.73,-0.73,-0.75,-0.78,-0.8,-0.76,-0.72,-0.7489999999999999,1666261705,1666261717,12,1
78,-0.6799999999999999,-0.6799999999999999,-0.6699999999999999,-0.69,-0.7,-0.71,-0.6699999999999999,-0.6499999999999999,-0.6299999999999999,-0.57,-0.6649999999999999,1666261719,1666261731,12,1
79,-0.44000000000000006,-0.73,-0.95,-0.93,-0.94,-0.94,-0.72,-0.71,-0.7,-0.7,-0.776,1666261733,1666261745,12,1
80,-0.6699999999999999,-0.6599999999999999,-0.6599999999999999,-0.6599999999999999,-0.6599999999999999,-0.6399999999999999,-0.57,-0.5300000000000001,-0.4800000000000001,-0.4900000000000001,-0.6020000000000001,1666261747,1666261760,13,1
81,-1.1300000000000001,-1.11,-1.12,-0.28,1.42,1.7,1.42,1.5,1.69,0.75,0.484,1666261593,1666261605,12,1
82,1.7,1.5699999999999998,1.71,1.31,1.19,1.44,1.3599999999999999,1.79,1.69,1.62,1.5379999999999996,1666261606,1666261619,13,1
83,1.79,0.32999999999999996,-0.2899999999999999,-0.96,-0.94,-0.94,-0.2,0.6199999999999999,-0.9,-0.9,-0.23899999999999996,1666261621,1666261633,12,1
84,0.9700000000000001,0.92,0.9500000000000001,0.93,0.9400000000000001,0.92,0.92,0.9500000000000001,0.92,0.92,0.9340000000000002,1666261889,1666261902,13,0
85,0.9600000000000001,0.9500000000000001,0.9400000000000001,0.93,0.9600000000000001,0.93,0.93,0.92,0.9,0.9,0.932,1666261903,1666261916,13,0
86,0.93,0.93,0.93,0.93,0.92,0.92,0.9500000000000001,0.93,0.93,0.91,0.9280000000000002,1666261917,1666261929,12,0
87,0.9400000000000001,0.9400000000000001,0.92,0.92,0.93,0.92,0.93,0.93,0.93,0.92,0.9279999999999999,1666261931,1666261943,12,0
88,0.93,0.93,0.9500000000000001,0.92,0.92,0.91,0.92,0.9400000000000001,0.96,0.93,0.931,1666261945,1666261957,12,0
89,0.9,0.91,0.91,0.9400000000000001,0.92,0.93,0.92,0.93,0.93,0.92,0.9209999999999999,1666261959,1666261972,13,0
90,-0.88,-0.89,-0.88,-0.89,-0.89,-0.88,-0.87,-0.87,-0.89,-0.88,-0.882,1666282036,1666282051,15,1
91,-0.89,-0.88,-0.88,-0.89,-0.88,-0.88,-0.88,-0.88,-0.89,-0.88,-0.883,1666282052,1666282065,13,1
92,-0.9,-0.89,-0.89,-0.88,-0.9,-0.89,-0.9,-1.04,-1.0,-0.98,-0.9269999999999999,1666282066,1666282079,13,1
93,-0.9,-0.89,-1.21,-1.59,-0.81,-0.71,-1.63,-1.27,-1.63,-1.31,-1.195,1666281734,1666281747,13,1
94,-1.01,-0.53,-0.79,-0.49,-0.47,-0.8,-1.01,-1.4500000000000002,-1.6400000000000001,-1.63,-0.982,1666281748,1666281761,13,0
95,-0.8,-0.81,-0.8,-0.81,-0.79,-0.81,-0.8200000000000001,-0.81,-0.81,-0.8,-0.8060000000000003,1666282256,1666282271,15,1
96,-0.8,-0.79,-0.81,-0.8,-0.8,-0.8,-0.79,-0.79,-0.8200000000000001,-0.81,-0.8009999999999999,1666282273,1666282286,13,1
97,-0.79,-0.79,-0.8,-0.79,-0.9700000000000001,-1.3,-1.53,-1.63,-1.55,-0.53,-1.068,1666282287,1666282300,13,1
98,-0.8,-0.78,-0.77,-0.79,-0.78,-0.81,-0.8,-0.8,-0.79,-0.79,-0.791,1666282214,1666282227,13,1
99,-0.8,-0.81,-0.8,-0.81,-0.8,-0.8200000000000001,-0.8,-0.8200000000000001,-0.81,-0.8200000000000001,-0.8090000000000002,1666282229,1666282241,12,0
100,-0.8200000000000001,-0.8200000000000001,-0.81,-0.81,-0.81,-0.81,-0.81,-0.8,-0.8,-0.8,-0.8090000000000002,1666282243,1666282255,12,0
101,-1.15,-1.1800000000000002,-1.21,-1.25,-0.76,-0.75,-0.8200000000000001,-0.79,-0.78,-0.78,-0.9469999999999998,1666282171,1666282184,13,0
102,-0.79,-0.81,-0.78,-0.78,-0.78,-0.79,-0.78,-0.79,-0.79,-0.8,-0.789,1666282185,1666282198,13,0
103,-0.81,-0.78,-0.79,-0.77,-0.77,-0.78,-0.74,-1.06,-1.0699999999999998,-0.5900000000000001,-0.8160000000000001,1666282200,1666282213,13,1
104,-1.0499999999999998,0.07999999999999996,-0.51,-0.5700000000000001,-0.6000000000000001,-0.44,-0.36000000000000004,-0.52,-0.44999999999999996,-0.75,-0.517,1666281947,1666281962,15,1
105,-0.4600000000000001,-0.6400000000000001,-0.76,-0.7,-1.1700000000000002,-0.9800000000000001,-0.79,-0.78,-1.32,-1.4200000000000002,-0.9020000000000001,1666281963,1666281977,14,1
106,-1.4300000000000002,-1.4300000000000002,-1.1,-1.48,-1.53,-1.4700000000000002,-1.4300000000000002,-1.42,-1.42,-1.5,-1.421,1666281978,1666281991,13,1
107,-0.52,-0.54,-0.52,-0.51,-0.53,-0.51,-0.51,-0.52,-0.53,-0.49,-0.518,1666282124,1666282138,14,0
108,-0.51,-0.54,-0.51,-0.48,-0.49,-0.49,-0.49,-0.5,-0.48,-0.5,-0.499,1666282139,1666282154,15,0
109,-0.52,-0.51,-0.49,-0.48,-0.47,-0.46,-0.46,-0.46,-0.45,-0.47000000000000003,-0.477,1666282156,1666282169,13,0
110,-1.56,-1.46,-1.49,-1.5,-0.020000000000000018,-0.5800000000000001,-0.9,-1.07,-1.45,-0.63,-1.066,1666281763,1666281776,13,0
111,-1.53,-1.79,-2.0700000000000003,-0.54,-0.66,-1.7200000000000002,-1.43,-1.47,-1.17,-0.42,-1.28,1666281777,1666281791,14,0
112,-0.6,-1.1600000000000001,-1.03,-0.93,-0.92,-0.8600000000000001,-1.1400000000000001,-0.87,-0.59,-1.45,-0.9550000000000001,1666281793,1666281808,15,0
113,-1.35,-1.4500000000000002,-1.06,-1.48,-1.48,-1.48,-1.63,-0.6000000000000001,-0.95,-1.54,-1.302,1666281993,1666282006,13,0
114,-1.3399999999999999,-1.22,-1.1099999999999999,-1.18,-1.09,-1.17,-0.88,-1.1400000000000001,-0.87,-0.87,-1.0869999999999997,1666282007,1666282020,13,0
115,-0.87,-0.88,-0.88,-0.86,-0.88,-0.87,-0.88,-0.88,-0.87,-0.88,-0.875,1666282022,1666282034,12,1
116,-0.8200000000000001,-0.8999999999999999,-1.19,-1.51,-1.54,-1.48,-1.5,-1.4500000000000002,-1.4300000000000002,-1.4100000000000001,-1.323,1666281856,1666281869,13,1
117,-1.4100000000000001,-1.42,-1.4100000000000001,-1.4300000000000002,-1.4100000000000001,-1.4300000000000002,-1.4100000000000001,-1.4,-1.3900000000000001,-1.4,-1.411,1666281870,1666281883,13,1
118,-1.38,-1.4,-1.4,-1.4,-1.4100000000000001,-1.47,-1.52,-1.48,-1.54,-1.52,-1.452,1666281885,1666281898,13,1
119,-1.43,-1.07,-1.53,-1.44,-1.55,-1.51,-1.35,-1.25,-1.44,-1.49,-1.4060000000000001,1666281809,1666281823,14,1
120,-1.65,-1.59,-1.23,-1.1500000000000001,-1.5,-1.3199999999999998,-1.54,-1.13,-0.7100000000000001,-0.46,-1.2280000000000002,1666281824,1666281838,14,0
121,-0.99,-1.1600000000000001,-0.52,-0.77,-0.49,-0.79,-0.61,-0.5900000000000001,-0.11000000000000004,-1.74,-0.7770000000000001,1666281839,1666281854,15,1
122,-1.51,-1.5,-1.53,-1.15,0.010000000000000009,-0.56,-0.65,-1.04,-1.24,-1.25,-1.042,1666281900,1666281914,14,1
123,-1.52,-0.95,-1.24,-1.6400000000000001,-1.57,-1.6099999999999999,-1.52,-1.48,-1.44,-1.4300000000000002,-1.44,1666281916,1666281931,15,1
124,-1.4100000000000001,-1.4100000000000001,-1.4100000000000001,-0.38,-0.6900000000000001,-0.32,-0.28,0.09999999999999998,-0.30000000000000004,-0.6300000000000001,-0.6730000000000002,1666281932,1666281946,14,1
125,-0.99,-0.9800000000000001,-0.9700000000000001,-0.9600000000000001,-0.9600000000000001,-0.9700000000000001,-0.9600000000000001,-0.9800000000000001,-0.9800000000000001,-0.98,-0.9730000000000001,1666282081,1666282093,12,0
126,-0.99,-0.9700000000000001,-0.9800000000000001,-0.9700000000000001,-0.9800000000000001,-0.9800000000000001,-1.63,-1.33,-1.26,-0.64,-1.0730000000000002,1666282095,1666282108,13,0
127,-0.55,-0.54,-0.56,-0.54,-0.53,-0.52,-0.52,-0.52,-0.52,-0.53,-0.5330000000000001,1666282109,1666282122,13,0
128,-1.73,-1.75,-1.7799999999999998,-1.5899999999999999,-1.54,-1.5,-1.52,-1.51,-1.51,-1.49,-1.592,1666282769,1666282782,13,1
129,-1.52,-1.51,-1.51,-1.5,-1.51,-1.52,-1.52,-1.5,-1.49,-1.49,-1.5070000000000001,1666282783,1666282796,13,0
130,-1.51,-1.51,-1.49,-1.52,-1.51,-1.5,-1.51,-1.51,-1.53,-1.53,-1.5119999999999998,1666282797,1666282810,13,1
131,-1.6400000000000001,-1.69,-1.6400000000000001,-1.62,-1.69,-1.3599999999999999,-1.31,-1.33,-2.0300000000000002,-1.85,-1.6160000000000003,1666282855,1666282868,13,1
132,-1.73,-1.48,-1.6600000000000001,-1.71,-1.69,-1.68,-1.69,-1.62,-1.0699999999999998,-1.33,-1.5659999999999998,1666282870,1666282882,12,1
133,-1.6,-1.57,-1.4,-1.53,-1.75,-1.58,-1.49,-1.45,-1.4100000000000001,-1.4,-1.518,1666282884,1666282897,13,1
134,-1.42,-1.3900000000000001,-0.85,-0.31999999999999995,-0.61,0.5,-0.6799999999999999,-1.2,-1.56,-1.5299999999999998,-0.9059999999999999,1666282595,1666282608,13,1
135,-1.5699999999999998,-0.8,-0.29000000000000004,0.15999999999999992,-0.97,-1.54,-0.75,-1.6099999999999999,-0.78,-0.98,-0.9129999999999999,1666282610,1666282622,12,1
136,-1.56,-1.3,-1.07,-1.82,-1.8900000000000001,-1.6600000000000001,-1.6099999999999999,-1.63,-1.65,-1.65,-1.584,1666282624,1666282637,13,1
137,-1.6600000000000001,-1.6600000000000001,-1.65,-1.56,-1.5499999999999998,-1.6099999999999999,-1.6400000000000001,-1.63,-1.6400000000000001,-1.62,-1.6220000000000003,1666282638,1666282651,13,1
138,-1.62,-1.72,-1.69,-1.6600000000000001,-1.68,-1.7,-1.6,-1.67,-1.6600000000000001,-1.7000000000000002,-1.67,1666282653,1666282666,13,1
139,-1.63,-1.66,-1.6400000000000001,-1.48,-1.63,-1.6400000000000001,-1.63,-1.6099999999999999,-1.5499999999999998,-1.5499999999999998,-1.6019999999999999,1666282667,1666282680,13,1
140,-0.7899999999999999,-0.10999999999999999,-0.12,-0.41,-1.6,-1.32,-0.72,-0.51,-0.3600000000000001,0.13,-0.5810000000000001,1666282549,1666282562,13,1
141,-1.71,-1.78,-0.99,-0.09000000000000008,-1.46,-1.46,-1.23,-1.9300000000000002,0.15000000000000002,-0.020000000000000018,-1.052,1666282563,1666282578,15,1
142,0.13,-0.41,-0.55,-1.56,-1.65,-1.46,-1.52,-1.52,-1.54,-1.52,-1.1599999999999997,1666282580,1666282593,13,1
143,-1.44,-1.41,-1.48,-1.51,-1.51,-1.48,-1.5699999999999998,-1.3,-0.76,-1.05,-1.3510000000000002,1666282519,1666282533,14,1
144,-1.55,-1.6099999999999999,-1.6400000000000001,-1.62,-1.62,-1.63,-1.7000000000000002,-1.4,-1.6600000000000001,-1.53,-1.596,1666282534,1666282547,13,1
145,-1.75,-1.75,-1.75,-1.74,-1.75,-1.74,-1.7200000000000002,-1.74,-1.74,-1.7200000000000002,-1.7400000000000002,1666282725,1666282738,13,1
146,-1.7400000000000002,-1.74,-1.79,-1.73,-1.77,-1.74,-1.73,-1.76,-1.76,-1.72,-1.748,1666282739,1666282752,13,1
147,-1.76,-1.75,-1.71,-1.74,-1.74,-1.77,-1.74,-1.76,-1.74,-1.7599999999999998,-1.7469999999999999,1666282754,1666282767,13,1
148,-1.53,-1.56,-1.56,-1.55,-1.55,-1.35,-1.75,-1.76,-1.78,-1.77,-1.616,1666282812,1666282825,13,1
149,-1.76,-1.78,-1.77,-1.76,-1.77,-1.76,-1.77,-1.78,-1.75,-1.75,-1.765,1666282826,1666282839,13,0
150,-1.79,-1.71,-1.65,-1.66,-1.48,-1.98,-0.88,-1.3900000000000001,-1.46,-1.41,-1.5410000000000004,1666282841,1666282853,12,0
151,-1.5699999999999998,-1.6,-1.5899999999999999,-1.5699999999999998,-1.58,-1.58,-1.56,-1.6,-1.13,-0.6300000000000001,-1.4410000000000003,1666282682,1666282694,12,1
152,-0.6700000000000002,-1.42,-1.84,-1.8399999999999999,-1.28,-1.5,-1.41,-1.21,-1.73,-1.55,-1.4450000000000003,1666282696,1666282709,13,1
153,-1.5699999999999998,-1.59,-1.52,-1.8900000000000001,-1.62,-1.62,-1.72,-1.75,-1.7599999999999998,-1.75,-1.6790000000000003,1666282710,1666282723,13,1
154,-1.21,-1.23,-1.23,-1.23,-1.18,-1.21,-1.19,-1.21,-1.24,-1.22,-1.2150000000000003,1666283304,1666283318,14,0
155,-1.6,-1.6,-1.61,-1.6,-1.59,-1.61,-1.61,-1.61,-1.68,-1.6099999999999999,-1.6119999999999997,1666283073,1666283086,13,0
156,-1.5699999999999998,-1.58,-1.5899999999999999,-1.5699999999999998,-1.5999999999999999,-1.5899999999999999,-1.6099999999999999,-1.56,-1.6,-1.62,-1.589,1666283088,1666283103,15,0
157,-1.6099999999999999,-1.6,-1.5899999999999999,-1.6,-1.5699999999999998,-1.6,-1.5899999999999999,-1.6,-1.5899999999999999,-1.5899999999999999,-1.5939999999999999,1666283104,1666283117,13,0
